payment_id,invoice_id,exception_type,is_exception
PAY00145,INV00145,NONE,False
PAY00146,INV00146,NONE,False
PAY00147,INV00147,NONE,False
PAY00148,INV00148,NONE,False
PAY00149,INV00149,NONE,False
PAY00150,INV00150,NONE,False
PAY00151,INV00151,NONE,False
PAY00152,INV00152,NONE,False
PAY00153,INV00153,NONE,False
PAY00154,INV00154,NONE,False
PAY00155,INV00155,MISSING_SETTLEMENT,True
PAY00156,INV00156,NONE,False
PAY00157,INV00157,NONE,False
PAY00158,INV00158,AMOUNT_MISMATCH,True
PAY00159,INV00159,NONE,False
PAY00160,INV00160,NONE,False
PAY00161,INV00161,NONE,False
PAY00162,INV00162,MISSING_SETTLEMENT,True
PAY00163,INV00163,NONE,False
PAY00164,INV00164,NONE,False
PAY00165,INV00165,AMOUNT_MISMATCH,True
PAY00166,INV00166,NONE,False
PAY00167,INV00167,NONE,False
PAY00168,INV00168,DUPLICATE_PAYMENT,True
PAY00169,INV00169,NONE,False
PAY00170,INV00170,NONE,False
PAY00171,INV00171,NONE,False
PAY00172,INV00172,NONE,False
PAY00173,INV00173,NONE,False
PAY00174,INV00174,NONE,False
PAY00175,INV00175,NONE,False
PAY00176,INV00176,NONE,False
PAY00177,INV00177,NONE,False
PAY00178,INV00178,NONE,False
PAY00179,INV00179,DELAYED_SETTLEMENT,True
PAY00180,INV00180,AMOUNT_MISMATCH,True
PAY00181,INV00181,NONE,False
PAY00182,INV00182,NONE,False
PAY00183,INV00183,NONE,False
PAY00184,INV00184,NONE,False
PAY00185,INV00185,NONE,False
PAY00186,INV00186,NONE,False
PAY00187,INV00187,NONE,False
PAY00188,INV00188,NONE,False
PAY00189,INV00189,NONE,False
PAY00190,INV00190,AMOUNT_MISMATCH,True
PAY00191,INV00191,NONE,False
PAY00192,INV00192,NONE,False
PAY00193,INV00193,NONE,False
PAY00194,INV00194,NONE,False
PAY00195,INV00195,NONE,False
PAY00196,INV00196,NONE,False
PAY00197,INV00197,NONE,False
PAY00198,INV00198,NONE,False
PAY00199,INV00199,NONE,False
PAY00200,INV00200,AMOUNT_MISMATCH,True
PAY00201,INV00201,INVOICE_MISMATCH,True
PAY00202,INV00202,NONE,False
PAY00203,INV00203,NONE,False
PAY00204,INV00204,NONE,False
PAY00205,INV00205,NONE,False
PAY00206,INV00206,NONE,False
PAY00207,INV00207,NONE,False
PAY00208,INV00208,NONE,False
PAY00209,INV00209,NONE,False
PAY00210,INV00210,NONE,False
PAY00211,INV00211,NONE,False
PAY00212,INV00212,NONE,False
PAY00213,INV00213,DELAYED_SETTLEMENT,True
PAY00214,INV00214,NONE,False
PAY00215,INV00215,NONE,False
PAY00216,INV00216,NONE,False
PAY00217,INV00217,NONE,False
PAY00218,INV00218,NONE,False
PAY00219,INV00219,NONE,False
PAY00220,INV00220,NONE,False
PAY00221,INV00221,DUPLICATE_PAYMENT,True
PAY00222,INV00222,NONE,False
PAY00223,INV00223,NONE,False
PAY00224,INV00224,NONE,False
PAY00225,INV00225,NONE,False
PAY00226,INV00226,MISSING_SETTLEMENT,True
PAY00227,INV00227,NONE,False
PAY00228,INV00228,AMOUNT_MISMATCH,True
PAY00229,INV00229,NONE,False
PAY00230,INV00230,NONE,False
PAY00231,INV00231,NONE,False
PAY00232,INV00232,DUPLICATE_PAYMENT,True
PAY00233,INV00233,NONE,False
PAY00234,INV00234,NONE,False
PAY00235,INV00235,NONE,False
PAY00236,INV00236,NONE,False
PAY00237,INV00237,NONE,False
PAY00238,INV00238,NONE,False
PAY00239,INV00239,NONE,False
PAY00240,INV00240,NONE,False
PAY00241,INV00241,NONE,False
PAY00242,INV00242,NONE,False
PAY00243,INV00243,NONE,False
PAY00244,INV00244,NONE,False
PAY00245,INV00245,NONE,False
PAY00246,INV00246,NONE,False
PAY00247,INV00247,AMOUNT_MISMATCH,True
PAY00248,INV00248,AMOUNT_MISMATCH,True
PAY00249,INV00249,NONE,False
PAY00250,INV00250,NONE,False
PAY00251,INV00251,NONE,False
PAY00252,INV00252,NONE,False
PAY00253,INV00253,NONE,False
PAY00254,INV00254,INVOICE_MISMATCH,True
PAY00255,INV00255,NONE,False
PAY00256,INV00256,NONE,False
PAY00257,INV00257,NONE,False
PAY00258,INV00258,NONE,False
PAY00259,INV00259,NONE,False
PAY00260,INV00260,NONE,False
PAY00261,INV00261,DELAYED_SETTLEMENT,True
PAY00262,INV00262,AMOUNT_MISMATCH,True
PAY00263,INV00263,NONE,False
PAY00264,INV00264,NONE,False
PAY00265,INV00265,NONE,False
PAY00266,INV00266,NONE,False
PAY00267,INV00267,NONE,False
PAY00268,INV00268,NONE,False
PAY00269,INV00269,NONE,False
PAY00270,INV00270,NONE,False
PAY00271,INV00271,NONE,False
PAY00272,INV00272,NONE,False
PAY00273,INV00273,NONE,False
PAY00274,INV00274,NONE,False
PAY00275,INV00275,NONE,False
PAY00276,INV00276,NONE,False
PAY00277,INV00277,INVOICE_MISMATCH,True
PAY00278,INV00278,NONE,False
PAY00279,INV00279,AMOUNT_MISMATCH,True
PAY00280,INV00280,NONE,False
PAY00281,INV00281,NONE,False
PAY00282,INV00282,NONE,False
PAY00283,INV00283,NONE,False
PAY00284,INV00284,NONE,False
PAY00285,INV00285,NONE,False
PAY00286,INV00286,NONE,False
PAY00287,INV00287,NONE,False
PAY00288,INV00288,NONE,False
PAY00289,INV00289,NONE,False
PAY00290,INV00290,NONE,False
PAY00291,INV00291,NONE,False
PAY00292,INV00292,INVOICE_MISMATCH,True
PAY00293,INV00293,NONE,False
PAY00294,INV00294,NONE,False
PAY00295,INV00295,NONE,False
PAY00296,INV00296,NONE,False
PAY00297,INV00297,NONE,False
PAY00298,INV00298,NONE,False
PAY00299,INV00299,NONE,False
PAY00300,INV00300,NONE,False
PAY00301,INV00301,NONE,False
PAY00302,INV00302,NONE,False
PAY00303,INV00303,NONE,False
PAY00304,INV00304,NONE,False
PAY00305,INV00305,NONE,False
PAY00306,INV00306,NONE,False
PAY00307,INV00307,INVOICE_MISMATCH,True
PAY00308,INV00308,NONE,False
PAY00309,INV00309,MISSING_SETTLEMENT,True
PAY00310,INV00310,NONE,False
PAY00311,INV00311,MISSING_SETTLEMENT,True
PAY00312,INV00312,AMOUNT_MISMATCH,True
PAY00313,INV00313,NONE,False
PAY00314,INV00314,NONE,False
PAY00315,INV00315,NONE,False
PAY00316,INV00316,NONE,False
PAY00317,INV00317,NONE,False
PAY00318,INV00318,NONE,False
PAY00319,INV00319,NONE,False
PAY00320,INV00320,NONE,False
PAY00321,INV00321,NONE,False
PAY00322,INV00322,NONE,False
PAY00323,INV00323,NONE,False
PAY00324,INV00324,NONE,False
PAY00325,INV00325,NONE,False
PAY00326,INV00326,NONE,False
PAY00327,INV00327,NONE,False
PAY00328,INV00328,NONE,False
PAY00329,INV00329,NONE,False
PAY00330,INV00330,NONE,False
PAY00331,INV00331,NONE,False
PAY00332,INV00332,NONE,False
PAY00333,INV00333,NONE,False
PAY00334,INV00334,DUPLICATE_PAYMENT,True
PAY00335,INV00335,NONE,False
PAY00336,INV00336,NONE,False
PAY00337,INV00337,NONE,False
PAY00338,INV00338,NONE,False
PAY00339,INV00339,NONE,False
PAY00340,INV00340,NONE,False
PAY00341,INV00341,NONE,False
PAY00342,INV00342,NONE,False
PAY00343,INV00343,INVOICE_MISMATCH,True
PAY00344,INV00344,MISSING_SETTLEMENT,True
PAY00345,INV00345,NONE,False
PAY00346,INV00346,NONE,False
PAY00347,INV00347,NONE,False
PAY00348,INV00348,NONE,False
PAY00349,INV00349,NONE,False
PAY00350,INV00350,MISSING_SETTLEMENT,True
PAY00351,INV00351,NONE,False
PAY00352,INV00352,NONE,False
PAY00353,INV00353,NONE,False
PAY00354,INV00354,INVOICE_MISMATCH,True
PAY00355,INV00355,NONE,False
PAY00356,INV00356,NONE,False
PAY00357,INV00357,NONE,False
PAY00358,INV00358,NONE,False
PAY00359,INV00359,NONE,False
PAY00360,INV00360,NONE,False
PAY00361,INV00361,NONE,False
PAY00362,INV00362,NONE,False
PAY00363,INV00363,NONE,False
PAY00364,INV00364,NONE,False
PAY00365,INV00365,NONE,False
PAY00366,INV00366,NONE,False
PAY00367,INV00367,NONE,False
PAY00368,INV00368,NONE,False
PAY00369,INV00369,MISSING_SETTLEMENT,True
PAY00370,INV00370,NONE,False
PAY00371,INV00371,NONE,False
PAY00372,INV00372,NONE,False
PAY00373,INV00373,NONE,False
PAY00374,INV00374,NONE,False
PAY00375,INV00375,NONE,False
PAY00376,INV00376,NONE,False
PAY00377,INV00377,NONE,False
PAY00378,INV00378,NONE,False
PAY00379,INV00379,NONE,False
PAY00380,INV00380,NONE,False
PAY00381,INV00381,NONE,False
PAY00382,INV00382,NONE,False
PAY00383,INV00383,DUPLICATE_PAYMENT,True
PAY00384,INV00384,NONE,False
PAY00385,INV00385,NONE,False
PAY00386,INV00386,NONE,False
PAY00387,INV00387,INVOICE_MISMATCH,True
PAY00388,INV00388,NONE,False
PAY00389,INV00389,NONE,False
PAY00390,INV00390,NONE,False
PAY00391,INV00391,NONE,False
PAY00392,INV00392,DELAYED_SETTLEMENT,True
PAY00393,INV00393,NONE,False
PAY00394,INV00394,NONE,False
PAY00395,INV00395,NONE,False
PAY00396,INV00396,NONE,False
PAY00397,INV00397,NONE,False
PAY00398,INV00398,NONE,False
PAY00399,INV00399,NONE,False
PAY00400,INV00400,NONE,False
PAY00401,INV00401,NONE,False
PAY00402,INV00402,MISSING_SETTLEMENT,True
PAY00403,INV00403,NONE,False
PAY00404,INV00404,NONE,False
PAY00405,INV00405,NONE,False
PAY00406,INV00406,NONE,False
PAY00407,INV00407,NONE,False
PAY00408,INV00408,NONE,False
PAY00409,INV00409,MISSING_SETTLEMENT,True
PAY00410,INV00410,NONE,False
PAY00411,INV00411,NONE,False
PAY00412,INV00412,NONE,False
PAY00413,INV00413,NONE,False
PAY00414,INV00414,INVOICE_MISMATCH,True
PAY00415,INV00415,NONE,False
PAY00416,INV00416,NONE,False
PAY00417,INV00417,NONE,False
PAY00418,INV00418,NONE,False
PAY00419,INV00419,NONE,False
PAY00420,INV00420,AMOUNT_MISMATCH,True
PAY00421,INV00421,NONE,False
PAY00422,INV00422,NONE,False
PAY00423,INV00423,NONE,False
PAY00424,INV00424,NONE,False
PAY00425,INV00425,NONE,False
PAY00426,INV00426,NONE,False
PAY00427,INV00427,NONE,False
PAY00428,INV00428,NONE,False
PAY00429,INV00429,NONE,False
PAY00430,INV00430,NONE,False
PAY00431,INV00431,NONE,False
PAY00432,INV00432,NONE,False
PAY00433,INV00433,NONE,False
PAY00434,INV00434,NONE,False
PAY00435,INV00435,NONE,False
PAY00436,INV00436,NONE,False
PAY00437,INV00437,NONE,False
PAY00438,INV00438,NONE,False
PAY00439,INV00439,NONE,False
PAY00440,INV00440,NONE,False
PAY00441,INV00441,MISSING_SETTLEMENT,True
PAY00442,INV00442,NONE,False
PAY00443,INV00443,NONE,False
PAY00444,INV00444,NONE,False
PAY00445,INV00445,NONE,False
PAY00446,INV00446,NONE,False
PAY00447,INV00447,DELAYED_SETTLEMENT,True
PAY00448,INV00448,NONE,False
PAY00449,INV00449,MISSING_SETTLEMENT,True
PAY00450,INV00450,NONE,False
PAY00451,INV00451,NONE,False
PAY00452,INV00452,NONE,False
PAY00453,INV00453,NONE,False
PAY00454,INV00454,NONE,False
PAY00455,INV00455,NONE,False
PAY00456,INV00456,NONE,False
PAY00457,INV00457,NONE,False
PAY00458,INV00458,NONE,False
PAY00459,INV00459,NONE,False
PAY00460,INV00460,NONE,False
PAY00461,INV00461,NONE,False
PAY00462,INV00462,NONE,False
PAY00463,INV00463,NONE,False
PAY00464,INV00464,INVOICE_MISMATCH,True
PAY00465,INV00465,NONE,False
PAY00466,INV00466,NONE,False
PAY00467,INV00467,NONE,False
PAY00468,INV00468,INVOICE_MISMATCH,True
PAY00469,INV00469,NONE,False
PAY00470,INV00470,AMOUNT_MISMATCH,True
PAY00471,INV00471,NONE,False
PAY00472,INV00472,NONE,False
PAY00473,INV00473,NONE,False
PAY00474,INV00474,DUPLICATE_PAYMENT,True
PAY00475,INV00475,NONE,False
PAY00476,INV00476,NONE,False
PAY00477,INV00477,NONE,False
PAY00478,INV00478,NONE,False
PAY00479,INV00479,NONE,False
PAY00480,INV00480,NONE,False
PAY00481,INV00481,NONE,False
PAY00482,INV00482,NONE,False
PAY00483,INV00483,NONE,False
PAY00484,INV00484,NONE,False
PAY00485,INV00485,NONE,False
PAY00486,INV00486,NONE,False
PAY00487,INV00487,NONE,False
PAY00488,INV00488,DELAYED_SETTLEMENT,True
PAY00489,INV00489,NONE,False
PAY00490,INV00490,NONE,False
PAY00491,INV00491,INVOICE_MISMATCH,True
PAY00492,INV00492,NONE,False
PAY00493,INV00493,NONE,False
PAY00494,INV00494,DUPLICATE_PAYMENT,True
PAY00495,INV00495,NONE,False
PAY00496,INV00496,NONE,False
PAY00497,INV00497,NONE,False
PAY00498,INV00498,NONE,False
PAY00499,INV00499,NONE,False
PAY00500,INV00500,NONE,False
PAY00501,INV00501,NONE,False
PAY00502,INV00502,NONE,False
PAY00503,INV00503,NONE,False
PAY00504,INV00504,NONE,False
PAY00505,INV00505,NONE,False
PAY00506,INV00506,NONE,False
PAY00507,INV00507,NONE,False
PAY00508,INV00508,AMOUNT_MISMATCH,True
PAY00509,INV00509,NONE,False
PAY00510,INV00510,NONE,False
PAY00511,INV00511,NONE,False
PAY00512,INV00512,NONE,False
PAY00513,INV00513,NONE,False
PAY00514,INV00514,NONE,False
PAY00515,INV00515,NONE,False
PAY00516,INV00516,NONE,False
PAY00517,INV00517,NONE,False
PAY00518,INV00518,NONE,False
PAY00519,INV00519,NONE,False
PAY00520,INV00520,NONE,False
PAY00521,INV00521,INVOICE_MISMATCH,True
PAY00522,INV00522,NONE,False
PAY00523,INV00523,NONE,False
PAY00524,INV00524,NONE,False
PAY00525,INV00525,DELAYED_SETTLEMENT,True
PAY00526,INV00526,NONE,False
PAY00527,INV00527,MISSING_SETTLEMENT,True
PAY00528,INV00528,NONE,False
PAY00529,INV00529,MISSING_SETTLEMENT,True
PAY00530,INV00530,NONE,False
PAY00531,INV00531,NONE,False
PAY00532,INV00532,NONE,False
PAY00533,INV00533,NONE,False
PAY00534,INV00534,INVOICE_MISMATCH,True
PAY00535,INV00535,NONE,False
PAY00536,INV00536,NONE,False
PAY00537,INV00537,NONE,False
PAY00538,INV00538,NONE,False
PAY00539,INV00539,NONE,False
PAY00540,INV00540,NONE,False
PAY00541,INV00541,NONE,False
PAY00542,INV00542,NONE,False
PAY00543,INV00543,AMOUNT_MISMATCH,True
PAY00544,INV00544,AMOUNT_MISMATCH,True
PAY00545,INV00545,NONE,False
PAY00546,INV00546,NONE,False
PAY00547,INV00547,NONE,False
PAY00548,INV00548,NONE,False
PAY00549,INV00549,AMOUNT_MISMATCH,True
PAY00550,INV00550,AMOUNT_MISMATCH,True
PAY00551,INV00551,DELAYED_SETTLEMENT,True
PAY00552,INV00552,NONE,False
PAY00553,INV00553,NONE,False
PAY00554,INV00554,NONE,False
PAY00555,INV00555,NONE,False
PAY00556,INV00556,NONE,False
PAY00557,INV00557,NONE,False
PAY00558,INV00558,NONE,False
PAY00559,INV00559,NONE,False
PAY00560,INV00560,NONE,False
PAY00561,INV00561,NONE,False
PAY00562,INV00562,NONE,False
PAY00563,INV00563,NONE,False
PAY00564,INV00564,INVOICE_MISMATCH,True
PAY00565,INV00565,NONE,False
PAY00566,INV00566,NONE,False
PAY00567,INV00567,NONE,False
PAY00568,INV00568,NONE,False
PAY00569,INV00569,NONE,False
PAY00570,INV00570,NONE,False
PAY00571,INV00571,NONE,False
PAY00572,INV00572,NONE,False
PAY00573,INV00573,NONE,False
PAY00574,INV00574,NONE,False
PAY00575,INV00575,NONE,False
PAY00576,INV00576,NONE,False
PAY00577,INV00577,NONE,False
PAY00578,INV00578,MISSING_SETTLEMENT,True
PAY00579,INV00579,NONE,False
PAY00580,INV00580,NONE,False
PAY00581,INV00581,NONE,False
PAY00582,INV00582,NONE,False
PAY00583,INV00583,INVOICE_MISMATCH,True
PAY00584,INV00584,NONE,False
PAY00585,INV00585,NONE,False
PAY00586,INV00586,NONE,False
PAY00587,INV00587,NONE,False
PAY00588,INV00588,AMOUNT_MISMATCH,True
PAY00589,INV00589,INVOICE_MISMATCH,True
PAY00590,INV00590,NONE,False
PAY00591,INV00591,NONE,False
PAY00592,INV00592,NONE,False
PAY00593,INV00593,NONE,False
PAY00594,INV00594,NONE,False
PAY00595,INV00595,NONE,False
PAY00596,INV00596,NONE,False
PAY00597,INV00597,NONE,False
PAY00598,INV00598,INVOICE_MISMATCH,True
PAY00599,INV00599,NONE,False
PAY00600,INV00600,NONE,False
PAY00601,INV00601,NONE,False
PAY00602,INV00602,NONE,False
PAY00603,INV00603,NONE,False
PAY00604,INV00604,MISSING_SETTLEMENT,True
PAY00605,INV00605,NONE,False
PAY00606,INV00606,NONE,False
PAY00607,INV00607,NONE,False
PAY00608,INV00608,NONE,False
PAY00609,INV00609,INVOICE_MISMATCH,True
PAY00610,INV00610,NONE,False
PAY00611,INV00611,NONE,False
PAY00612,INV00612,NONE,False
PAY00613,INV00613,NONE,False
PAY00614,INV00614,AMOUNT_MISMATCH,True
PAY00615,INV00615,NONE,False
PAY00616,INV00616,NONE,False
PAY00617,INV00617,NONE,False
PAY00618,INV00618,NONE,False
PAY00619,INV00619,INVOICE_MISMATCH,True
PAY00620,INV00620,NONE,False
PAY00621,INV00621,NONE,False
PAY00622,INV00622,NONE,False
PAY00623,INV00623,NONE,False
PAY00624,INV00624,NONE,False
PAY00625,INV00625,NONE,False
PAY00626,INV00626,NONE,False
PAY00627,INV00627,NONE,False
PAY00628,INV00628,NONE,False
PAY00629,INV00629,INVOICE_MISMATCH,True
PAY00630,INV00630,NONE,False
PAY00631,INV00631,NONE,False
PAY00632,INV00632,MISSING_SETTLEMENT,True
PAY00633,INV00633,AMOUNT_MISMATCH,True
PAY00634,INV00634,NONE,False
PAY00635,INV00635,NONE,False
PAY00636,INV00636,NONE,False
PAY00637,INV00637,NONE,False
PAY00638,INV00638,MISSING_SETTLEMENT,True
PAY00639,INV00639,NONE,False
PAY00640,INV00640,NONE,False
PAY00641,INV00641,NONE,False
PAY00642,INV00642,NONE,False
PAY00643,INV00643,NONE,False
PAY00644,INV00644,INVOICE_MISMATCH,True
PAY00645,INV00645,NONE,False
PAY00646,INV00646,NONE,False
PAY00647,INV00647,NONE,False
PAY00648,INV00648,NONE,False
PAY00649,INV00649,INVOICE_MISMATCH,True
PAY00650,INV00650,MISSING_SETTLEMENT,True
PAY00651,INV00651,NONE,False
PAY00652,INV00652,NONE,False
PAY00653,INV00653,NONE,False
PAY00654,INV00654,NONE,False
PAY00655,INV00655,NONE,False
PAY00656,INV00656,NONE,False
PAY00657,INV00657,MISSING_SETTLEMENT,True
PAY00658,INV00658,NONE,False
PAY00659,INV00659,NONE,False
PAY00660,INV00660,NONE,False
PAY00661,INV00661,NONE,False
PAY00662,INV00662,NONE,False
PAY00663,INV00663,NONE,False
PAY00664,INV00664,NONE,False
PAY00665,INV00665,NONE,False
PAY00666,INV00666,NONE,False
PAY00667,INV00667,NONE,False
PAY00668,INV00668,NONE,False
PAY00669,INV00669,NONE,False
PAY00670,INV00670,NONE,False
PAY00671,INV00671,NONE,False
PAY00672,INV00672,NONE,False
PAY00673,INV00673,AMOUNT_MISMATCH,True
PAY00674,INV00674,AMOUNT_MISMATCH,True
PAY00675,INV00675,NONE,False
PAY00676,INV00676,NONE,False
PAY00677,INV00677,NONE,False
PAY00678,INV00678,NONE,False
PAY00679,INV00679,NONE,False
PAY00680,INV00680,NONE,False
PAY00681,INV00681,NONE,False
PAY00682,INV00682,NONE,False
PAY00683,INV00683,NONE,False
PAY00684,INV00684,NONE,False
PAY00685,INV00685,NONE,False
PAY00686,INV00686,NONE,False
PAY00687,INV00687,NONE,False
PAY00688,INV00688,NONE,False
PAY00689,INV00689,NONE,False
PAY00690,INV00690,NONE,False
PAY00691,INV00691,NONE,False
PAY00692,INV00692,NONE,False
PAY00693,INV00693,NONE,False
PAY00694,INV00694,NONE,False
PAY00695,INV00695,NONE,False
PAY00696,INV00696,NONE,False
PAY00697,INV00697,NONE,False
PAY00698,INV00698,NONE,False
PAY00699,INV00699,NONE,False
PAY00700,INV00700,NONE,False
PAY00701,INV00701,NONE,False
PAY00702,INV00702,INVOICE_MISMATCH,True
PAY00703,INV00703,NONE,False
PAY00704,INV00704,NONE,False
PAY00705,INV00705,NONE,False
PAY00706,INV00706,NONE,False
PAY00707,INV00707,NONE,False
PAY00708,INV00708,NONE,False
PAY00709,INV00709,NONE,False
PAY00710,INV00710,NONE,False
PAY00711,INV00711,NONE,False
PAY00712,INV00712,NONE,False
PAY00713,INV00713,AMOUNT_MISMATCH,True
PAY00714,INV00714,NONE,False
PAY00715,INV00715,NONE,False
PAY00716,INV00716,NONE,False
PAY00717,INV00717,NONE,False
PAY00718,INV00718,NONE,False
PAY00719,INV00719,NONE,False
PAY00720,INV00720,NONE,False
PAY00721,INV00721,NONE,False
PAY00722,INV00722,NONE,False
PAY00723,INV00723,NONE,False
PAY00724,INV00724,NONE,False
PAY00725,INV00725,INVOICE_MISMATCH,True
PAY00726,INV00726,AMOUNT_MISMATCH,True
PAY00727,INV00727,NONE,False
PAY00728,INV00728,NONE,False
PAY00729,INV00729,NONE,False
PAY00730,INV00730,AMOUNT_MISMATCH,True
PAY00731,INV00731,NONE,False
PAY00732,INV00732,NONE,False
PAY00733,INV00733,NONE,False
PAY00734,INV00734,NONE,False
PAY00735,INV00735,AMOUNT_MISMATCH,True
PAY00736,INV00736,INVOICE_MISMATCH,True
PAY00737,INV00737,NONE,False
PAY00738,INV00738,NONE,False
PAY00739,INV00739,NONE,False
PAY00740,INV00740,NONE,False
PAY00741,INV00741,NONE,False
PAY00742,INV00742,NONE,False
PAY00743,INV00743,NONE,False
PAY00744,INV00744,NONE,False
PAY00745,INV00745,NONE,False
PAY00746,INV00746,NONE,False
PAY00747,INV00747,NONE,False
PAY00748,INV00748,NONE,False
PAY00749,INV00749,NONE,False
PAY00750,INV00750,NONE,False
PAY00751,INV00751,NONE,False
PAY00752,INV00752,NONE,False
PAY00753,INV00753,NONE,False
PAY00754,INV00754,NONE,False
PAY00755,INV00755,NONE,False
